id_version,NC,mWMC,mcBC
22a16d1029dddc1735c8f7e97e061b1abf8c92d8,922,19.634491,0.15351468
275f709120e82215476eda33b5dae539112b2ade,921,19.629751,0.15367639
5f4dd8f3d6d5c7b00b7bdab2c391c03a0979ccfc,920,19.627174,0.15378502
acf41f6512d67328be7537a042477b6ed381dafa,920,19.586956,0.15380374
e01ba718416f3fb7bd6b232e4ba9b53df1cb33bd,920,19.580435,0.15380502
2dd87473493ecd3fe41aca6f3df0da9bc81fd450,920,19.570652,0.15393694
dc47aa34d906eb231254dd0e0e2721dae2e9561f,920,19.56413,0.15400288
398c690f2535e386c29cd3113e6059c19f4bfb34,920,19.497826,0.15420829
193336c276f03d22975802d330f10d30242fc170,917,19.431843,0.15475217
12f8ff87b0d01d9b3a7f75a6483d9b922104a1d6,917,19.411123,0.15439653
11ed01b752827b952e014de8b5d8fdd7332c8ef1,917,19.344603,0.15448125
388413407bee403981f28366e4d804c6614b2eca,913,19.324205,0.15523215
c8fc19dd778a38f6be1ec266b2db94b7c4038ca8,913,19.32311,0.15523136
dac05588c090772dd48b890b4b2ce0c60b86eb2e,912,19.337719,0.15535486
a776259753ebdbddd565a6c4b128f08f56a4e52a,912,19.330044,0.15537257
a66bcab7eec1673e2fa53afd1895c836fb3c91f3,912,19.316887,0.15537767
75cb160749b0db8e3b7cbf745041b9b096c5f84a,912,19.301535,0.15537907
ef6a81616344ccde5e14e11f827632a93ad57d44,911,19.29528,0.15542346
24e44a9a0b159d7b4c7463e1af7ad285a1323d53,916,19.149563,0.15515524
a3d09f99e839a9098515aad530756a71841e4c2a,916,19.145197,0.1551547
5371b14f29012ca1f10d582e3f51c5c9220f0797,916,19.106987,0.15515946
05779cf118451200637478eb58adad733485a40f,914,19.098469,0.1550854
0e3c4d60e68e3bd03554e3292800811553e82173,914,19.098469,0.15508536
889782b142247bf32bd7ad8d6c74c062abd8c4ef,914,19.098469,0.15508536
b833e5e8169489ad93739eae1008a2b09b980720,914,19.099562,0.15508498
17d6235ea31e1f19f39ea91263733b2bea3ad85c,909,19.052805,0.15496343
a73aceb51e5962c9cdabcc7a0cb6dabff372dd0e,909,19.047304,0.15514292
7aeed4eab22a934d739742766a5f528e75f6b4e7,909,19.047304,0.15548366
f707fcc646c4da079912544e4b68063b478aaf96,909,19.047304,0.15558365
738b6bc564beddbb40a46d3a5fad3089f7e43ea6,910,19.008791,0.15566573
f32995884714bfed3d3cfab9684254233c5cc5d1,910,18.923077,0.15612547
0072f512b2efc26f26718d7ca486356f88a60e36,910,18.923077,0.15615667
ef54422db416572f26f5e845c6b68380c81d853a,910,18.901098,0.15655646
56ac46c17c1fc051246e0ce2e23c002828926e3b,910,18.901098,0.15655641
65869726c86be335a3524243b4f94cfaebbdb09f,910,18.901098,0.15655419
e3c8606c4eebd3f8cc3fe3a31c071f17a22bd1b6,909,18.916391,0.15653315
a58d64b1a0e6717d577810c7d17b7a491524109b,909,18.91529,0.1565337
72f8c78be80a6ce6812a268578508eb1192ae862,909,18.88449,0.15655053
823d15fb516549f6a3879555c5e601dff91dd7ca,905,18.906076,0.15696579
b0301dd7089d526cedc95a766a183a49fe1fedb9,903,18.86268,0.157259
